Comment Title,Comments,Countries,Date,Mobile,Rating
Avoid this hotel!,In February 2007| I began to contact Troux aux Biches hotel with the aim of booking a 4 night stay during my honeymoon. On the 19th February 2007| I received an email from Anishta confirming the following: 'Kindly note that honeymoon gifts like 2 t-shirts| a small bottle of champagne and fruits in room upon arrival will be offered' Following emails with Anishta| I agreed to book a superior room for 4 nights at a cost of €480 per night and paid 25% deposit ( cost of 1 night). What we found upon our arrival is detailed below: Check in:  We arrived on the 11.10.2007 and were greeted by a young man who spoke little english and little french ( I am fluent in both| so can 100% confirm language problems!). We were kept waiting in reception for 15 mins. Room: Upon arrival into the room we noticed the following: - No t shirts - No Champagne - Mouldy Pineapple wrapped in cling film - paint peeling off the walls - dusty - 2 small blood stains on the bed sheet - Old| plastic shower curtain - Bathroom filled with lizards and animals during the night.  Later| we informed reception that we would like to check out earlier than planned and they confirmed they would let us know how to best do this. We did NOT hear back from them so decided to check out anyway and emailed Anistha that very evening after dinner. Dinner: I am most grateful that the chef had been informed of my allergies| but what is the point of asking me what I want to eat when I am then presented with something else? Chef: ' What would you like to eat tonight? We have chicken| beef and fish. Me: ' Hmm| Chicken and fish please'. I was then given beef and chicken( beef was tough and felt re-heated). Manager greets me and says ' I am glad you have decided not to leave hotel| reception has just told me' ( obviously same guy who was due to call us back and who does not understand english or french) Breakfast: This was a JOKE! Croissants the size of eggs| hard bread and bird faeces ALL over the serving dishes and nets. CONCLUSION There was NOTHING superior about the room or hotel. We spent 11 days in Mauritius and ALL the hotels we stayed in were excellent. 4 nights in Le Preskil: Great value and service at 280 per night 4 Nights in Beau Rivage: Fantastic hotel for €560 euros per night...superior.....excellent.....fab!Have contacted hotel directly and they are refusing to give a refund....eventhough we only stayed 1 night.,Europe,19-10-07,No,1
Getting tired and slightly run down,An average place with friendly staff but a lack of attention to detail which spoiled the week.One of the first hotels on Mauritius| it's starting to show its age. Golf club not at all friendly and the 'a la carte' restaurant really not interested in providing a service.A long way from the airport and the beach is open to the public which means that someone is trying to sell you something every 5 minutes.Watersports OK.,London| United Kingdom,15-09-07,No,3
Lovely hotel| but young couples beware!,We chose the Trou Aux Biches hotel for our honeymoon because| although it is a hotel| all the rooms are situated in bungalows that are scattered amongst palm trees. The hotel is closing in May 2008 for 18 months for a complete refurbishment| therefore it's safe to assume that once re-opened| it will be much improved. Also| it may be the case that some of my comments will be dated once the hotel reopens. Please be aware that the existing golf course across the road is being sold to developers| presumably to finance the refurb.The location is superb| and the whole complex has a wonderful feel about it as you walk around. We found the staff very friendly and always willing to help; one night we enquired about one of the starters| and the next night we were handed an envelope with a printed receipe!The beach is excellent| however somewhat spoilt by the excessive number of boats engaged in all the water sport activities. Mon Choisy beach| just up the road is much more the tropical beach paradise| much quieter and more relaxing. Hawkers are something you just have to get used to - best to try and avoid getting involved in a conversation| otherwise it's harder to get rid of them.I would certainly recommend going for a beachfront bungalow. I would imagine the noise from the main road would be an issue if you are located a distance from the beach. We stayed in a standard room close to the Oasis bar| which is an excellent location for the beach/pool/restaurant and water sports. Having an upstairs room also gives the bonus of having a vaulted ceiling. Whilst the rooms are a little dated| they are tastefully decorated and kept very clean. Beach towels are provided and replaced with fresh ones every evening. For the boys| you can get live Premiership on the TV in the room! For light sleepers| some ear plugs would be useful because the birds start making a racket at sunrise.For us| the food was one of the highlights of our stay. There are three restaurants: the Caravelle is a fantastic buffet with foods from around the world - very hard to avoid piling your plate with as much as you can; the Oasis which is a more romantic experience; and L'Espladon| on the beach. At the last two| the hotel is keen for you to 'upgrade' from your half board menu to an A La Carte menu. I found the half board menu at Oasis perfectly adequate and only tried the A La Carte once. At L'Espladon| twice a week you are invited to spend £40 each extra to eat lobster or speciality seafood. Not worth it in my opinion.As expected| the drinks were expensive; I'm not sure why Beachcomber have decided not to make this an all-inclusive hotel. The cheapest bottle of wine is over £25; we soon started opting for a glass of house wine with our meal (although you can't buy this by the bottle). Beer is priced ok| spirits/mixer will set you back £5-6| cocktails similar. The mini bar in the rooms is also expensive| however thanks to a previous reviewer| we made a few trips to the supermarket down the road (right at main entrance| 5-10 min walk) which sells all the same soft drinks and beer. The mini bar is checked daily| but not a problem if you keep replacing what you take out! I recommend buying some Pimms at duty free| because a Pimms & Sprite on the beach at sunset is a perfect end to the day!The activities that are available at the hotel are superb - we found ourselves doing something most days morning & afternoon. Water skiing is certainly the most popular and can get quite busy| so best to get there at the start of each session (10.00 & 2.00). Some water sports are not operated by the hotel| eg parasailing| so you have to pay for these. The tennis facilities are excellent and are floodlit. No need to take your own rackets| these are provided free| but take your own tennis balls if you can| because the hotel makes you buy a tube of balls.Not a great deal on the island in terms of tourist attractions| however we really enjoyed our visit to Adventure du Sucre| which is an interactive sugar museum based at a factory that closed down quite recently. It also provides a lot of information on the history of the island| something which we weren't aware of beforehand| so an added bonus. The restaurant opposite the museum serves a very good lunch (go for the Creole sausages and chilli). Close by the museum is the botanic gardens. OK| as gardens go| however the Amazonian lilies were looking quite poorly (due to the weather according to the notice by the pond).Elsewhere| the coloured earths in the south of the island are worth seeing| albeit a bit of a drive. Couple this with lunch at Vasconde sur Monde| a lovely hillside restaurant with great views. We also did the catamaran cruise| which involved seeing dolphins| snorkelling| beach visit and lunch on the boat. Well worth doing| because the crew on the boat are very funny.Notwithstanding all the positive comments made above| there were a few downsides to our 2 week stay. Not much we could do about the weather| but there were a lot of cloudy days and the wind can be quite brisk. When the sun comes out| it's very warm (25C+) and getting a suntan wasn't a problem. At this time of year| please be prepared for a bit of a chill in the evening| especially if you want to sit outside at the Oasis restuarant. Evening entertainment - in a word| crap. Not sure if it's the same throughout the year| but during our stay it was nothing more than mediocre live bands| playing songs from yesteryear. When we asked Fatima| the hotel manager| if it was possible to visit other local Beachcomber hotels in the evening for a change of scene| we got a funny look as though she was shocked that we weren't satisfied. After a week| we got talking to one of the staff| who advised we go to Grand Baie. This was a great night - go to the Banana Cafe on a Fri or Sat night as they have live music. The band we saw were out of this world. We didn't make it to the Buddha Bar| but this also has a fairly good reputation. Grand Baie by day was disappointing and didn't live up to expectations - not the chic sailing resort that the guide books make it out to be| however the hotels are supposed to be excellent.We envisaged the hotel would be full of English couples| a lot of which would be on honeymoon. This| however| was not the case. The hotel was dominated by the French| not a problem in itself but this made it very difficult to meet others to have a drink with in the evening. Although on honeymoon| we were looking forward to meeting other people so that we weren't in each other's company all the time. Only once did we spot another English couple without children. We asked one of the waiters who we befriended if he knew of other English couples on honeymoon - I think it was a case of 'lost in translation' as we ended up giving him the impression that we were swingers! There are also a lot of families here| again this wasn't a problem for us| but could be for others. The kids club did appear to be excellent and popular| so there weren't children running around all day. Overall| a great place with plenty to do during the day| but the evenings were disappointing.,Cambridge,01-09-07,No,4
Absolutely Perfect,We got married at the Trou aux Biches on the 31st May and it was everything and more than we wished for.We could not believe that the hotel is about to have a full refurb because it still looked like new to us! It was so clean and the rooms were so spacious and they certainly were not dated!! The food was lovely with a large choice and the choice of 3 restaurants although one (fish restaurant on the beach) was at a supplement| which we did try twice but thought it was a little expensive when we had already paid for half board| but it obviously didnt put us off. All the staff were friendly| polite and so so helpful (if you needed it) we could not have wished for more. Nothing was too much trouble. Our rooms were cleaned every day and even at night the night porter came with clean beach towelsand a mosquito tablet for the plug that was provided by the hotel!The Beach was clean| the sea was blue and yes there were the beach sellers but you just said no thank you and they were on their way - infact there were one or two which were characters especially Madonna and the guy with the flower hat!The wedding team especially Christal| were extremely helpful and helped us organise our wedding that went without any hitches - absolutely perfect!,West Yorkshire,11-08-07,No,5
Old and Dated,Stayed at the Trou aux Biches Hotel for 2 weeks in June 2007.Had previously stayed at the Maritim Hotel 2 years earlier after doing a South African Safari.Wished we had gone back to the Maritim.The Trou aux Biches Hotel is very old and tired looking. The drinks we found very expensive especially after the AI at the Maritim Hotel| food was o.k. nothing special. We were disappointed with the beach as it was dirty with litter and the sunbeds looked like they needed a good scrub (that's if you could find one that wasn't broken). There seemed a lot of children on the resort| which we weren't expecting. Most of the staff were friendly a few at the bars were pretty miserable.We would not stay at this hotel again. I have heard it is going to be closed soon and rebuilt across the road on the golf course.,Newport,31-07-07,No,2
Stunning hotel on one of Mauritius' best beaches,I have just come back from staying at this hotel with my parents| brother and 8 year old daughter Anya. The hotel was fantastic for all of us with a real air of elegance and mauritian charm. All the staff are very friendly and warm and the evening meal buffet was delicious. There is always a pasta dish or a european dish served alongside traditional Mauritian fish| chicken or beef dishes. Everyone in my family enjoyed the ambience and the food. My daughter tried kids waterskiing which is fantastic for young children and free via the kids club. She only went to the kids club for the afternoon but all kids get a free rucksack and t-shirt- so its worth registering just for this! It is also worth trying the daily free glass bottom boat tour from the hotel jetty. At the end of this jetty is a great restaurant on the beach to have lunch open until 2.30pm. They do a good kids menu and is the most fabulous place to have lunch whilst being on the sand overlooking turquoise waters! The water is so calm that children are so safe to paddle and build sand castles without worrying about any waves! A big tip is to change any money at the Shibani foreign exchange shop which is a 5 minute walk from the hotel ( turn left when exiting the hotel) opposite the Mauritian Commercial bank just before Mont Choisy. The exchange rates is great- about 62 rupees to the GBP whereas the hotels and other banks only offer 58. I would strongly recommend this hotel. Its wonderful and i have visited many 5 star hotels around the world- Royal Meridien Dubai| Sandy Lane Barbados etc...,london,29-07-07,No,5
Totally agree with the previous post,Actually I don't have anything to add to the previous review. We stayed in Trou Aux Biches for 2 weeks in June 2007 wit 2 children (7 and 13 y.o.)Absolutely wonderfull stay - weather| family appartments| ocean| food| service... And the feeling of absolute security! Spent 2 days driving around the island - very nice! Had catamaran trip| deep see fishing| submarine dive| a lot of snorkeling| tennis etc.Highly recommend. The only point - the hotel will be closed in April 2008 for 2 years for the full reconstruction.,Moscow,22-07-07,No,5
We are going back this year!,We stayed at the Trou aux Biches last year| with our 3 children aged 2| 6 and 8. We had a familty apartment| and I can honestly say that EVERYTHING was wonderful!The kids all loved the food (not nuggets and chips every night as I had feared| but fab and varied food in the kids buffet. And they ate from our buffet too - which was also tasty and varied.The staff were friendly and attentive| there if you needed anything| yet not overbearing.The beach is to die for - wonderful safe sea| whitest of white talcum powder sand and beautiful sunsets too on this part of the island. If you can| take buckets and spades with you as they seemed few and far between out there. A nice French man gave us his lilo| which we passed on at the end of our stay| gold dust! Snorkels| too are a good idea to take as the water is warm and shallow| and perfect for children to mess about with and get a good look at the fish.We had to try out the medical centre as our son had a bad ear infection| and boy| were we pleased there is one on site - friendly| English speaking and right on the ball.The nurse had to call in a doctor from the local hospital for anti biotics| and he came when he said he would| and visited us the next day to make sure all was well.The apartment was spacious and clean| and only a few footsteps accross grass to the beach. Faultlessly upkept during our stay too. Though we were taken aback on the first evening when the porter came in to turn back the sheets| switch on the side lights| replace the towels and sweep away any sand from the floor! The night 'watch' was doing his job| too| when he knocked on our door late one evening to tell us we'd left our keys on the outside.We felt very comfortable and looked after the whole time. A nice feeling when you are a long way from home with young children!!If you are after a relaxing family holiday - in paradise| with the knowledge that your young children will be happy and safe(whether or not you use the mini club-we didn't as our youngest was just 2) this is the place for you. In fact we are going back in 3 weeks time!That says it all really. Ignore all bad reports - go for it!,Surrey| England,08-04-07,No,5
Great Place to stay!,My boyfriend and I spent the 1st week of December 2006 at the Trou aux Biches Hotel.The place had been suggested to us by our TUI travel agency in Zurich since we wanted something not modern but charateristich and with a beautiful beach. We believe this choice has really satisfied us a lot. The bungalows are all nice and quite big| teh beach is absolutely fantastic and we also found that the 3 restaurants were quite good according to quality/price. We also were able of doing lots of water activities all included in the price. Also teh hotel staff helped me organizing my boyfriend's birthday party- I had booked 1 month before going what they had suggested to me woudl have been a nice surprice: a private dinner on the T-Jetty of the hotel with a complimentary cake. The dinner went very well and it was so romantic! Probably teh only bad thing i have to say was that during the day in front of teh beach there are too many little boats and sometimes in teh afternoon teh water was not as clean as in the morning but we also understand that this is done to recreate the tourists.In any case i strongly recommend thsi hotel,Zurich,04-04-07,No,4
Guaranty for a great time!,We went to this hotel for a week in May 2005. I guess May is not the best time to go but we did not know that at the time| but overall we had great weather with a little bit of rain a couple of days.The hotel is al open air with beautiful gardens and an amazing beach!!The rooms where very nice| we stayed in one of the suitesthat were situated in two levels and were very happy with it.it had a balcony on the first floor with a view of the sunset which was great!Apart form that| the rooms were spacious|big comfortable bed| nice bathroom.I personally didnt find them unique in any way or particulary atmospheric but overall we were very satisfied!I loved the food!!!Everything ith ate was excellent and the lobster night on the beach was just awesome!!!Do not miss that out!Staff very friendly.It was aplasure to meet them all really they were that nice!The only con is the limited night life.But apart form that a great experience!Highly recommend it!,London,13-02-07,No,4
Paradise!!,The Trou aux Biches hotel is in a word 'beautiful'! We stayed there for 10 days in June 2006 and got married there. Because of our wedding we did upgrade to one of the three 2 floor suites which I imagine most people won't be doing when visiting here but all of our guests stayed in the standard rooms and these were great. All were situated in little villas which have 3 to 4 rooms in each spread out in truly beautiful gardens (this makes it feel like paradise). The staff were incredibly friendly and helpful. The rooms were clean and nicely decorated in total our party took up 1 suite and 6 rooms of these only one room had a problem with some ants that got into some food but this all got sorted out within a day or two and was not a major problem. The main restaurant where we had breakfast and dinner on most nights was really good. The breakfast buffet had a lot of choice and there would be different themed buffets in the evening. We really enjoyed these although if you have really really fussy kids the choice may be limited although there was always some form of pasta or something that they could eat. The desserts were fantastic aswell with a lot of selection (I am suprised I still fitted into my wedding dress!). In terms of facilites the hotel had to offer there were quite a few. There is a kids club that is supposed to be very good| the kids in our party did go for a couple of days and enjoyed it althouh there did not seem to be that many children there with staff desperate to encourage passing children in so they had children to play with it seemed! - I think this was because we went in low season (Mauritius winter). All the sports are free which was great we had a go at waterskiing| boules| table tennis went out on a pedalo| on the glass bottom boat and snorkelling at the edge of the reef all for free it was great!!! The beach is really nice although you will get hassaled by beach sellers - a firm 'no thankyou' every time works a treat.As for our wedding - it was perfect| the staff made it the best day of our lives with a beautiful setting| harpist playing in the background to set the mood and well qualified photographers etc to ensure we had memories for years to come- I cannot fault them at all!And for the weather..... well it was June which as I said before is winter in Mauritius| the first five days were perfect (our wedding was on the fifth day!!!) around 25-27 degrees with sunshine all the way but the day after the wedding it turned colder and windy it wasn't really bad or anything but not perfect and I did feel for the people who got married on those days after the weather had been so perfect on ours. I think there was a monsoon in India at the time which gave Mauritius a bit of wind but like I said before nothing major and we still had a great time.The hotel is at one of the furthest points from the airport it takes just under an hour by transfer. You will read that many of the Mauritian people live in poor housing with conditions that we do not find in England and that we would consider poverty. It is true that when you drive through these villages to your big expensive luxury hotel it doesn't seem fair but I think it pays to remember that tourism is a big industry for Mauritius and by paying to go there you are providing its citizens with jobs. Apparently working for Beachcomber is considered highly and staff were very proud to work for them. When we went out for the day to visit places we used taxis. Its all very weird when you are used to taxis in England. You get a price for a return fare| they take you to your destination and then wait for you even if you are there for hours| you then pay them when you get dropped back!! My only one fault of the taxis were those used when we out in Grand Baie to the pubs and clubs after 9pm they drove very fast round some bendy roads but all those in the day were fine. We visited the Casela bird park| Port Louis| Grand Baie and Le waterpark.All in all a great hotel| you can see why it has such a large number of returning holidaymakers| I would certainly go again and I hope this review has been useful!,England,30-12-06,No,5
Excellent Holiday,We spent 10 nights in Trou Au Biches and it was really fantastic. The Beach was just beautiful and just a few steps from our doorstep. We stayed in a superior room which had everything we needed. The only criticism I would have of our accommodation is that it wasnt beach facing. It was at the side of the resort beside a public park which was a little noisy on a saturday night.Food was great ! The evening buffet was really good| loads of variety and really good quality food. I can be prone to stomach upset and I never had one problem here. Staff were very friendly and helpful and all spoke english. Drinks were a bit expensive especially wine. Overall it is an ideal honeymoon location to chill out and enjoy the beautiful setting.,Leitrim| Ireland,27-11-06,No,4
Bloody Good !!!!,We stayed at the hotel for 7 nights for the first leg of our honeymoon| and let me tell you we wish we could of stayed the whole 14 nights. This place is amazing| everything you can imagine is attended to by this super friendly hotel| nothing is too much for the staff here and they go out of their way to make you feel as comfortable as possible. The food here is quite exquisite| and if you have the chance to dine on the beach for the seafood buffet| put it on top of your priority list.......sweet lobsters| crab| dorado fish only to name a few| BBQ fresh as you wait....simply superb. The golf course accross the road offers only 9 small holes that would not test the good players| but then again we are not all pro's are we !!!!!!! The hotel is located not far from Port Louis and Grande Baie| so location is ideal. The only downside is the lack of late night activities for the younger generation| so those willing to dance and drink into the wee hours of the morning| this hotel is not for you. Overall| a great place to stay and recharge the batteries| and ideal for kids as well.,Sydney| Australia,29-10-06,No,5
Great location!,My wife and I| having stayed previously at the Shandrani| wished to take a break at a west coast hotel with a good beach.And we got what we wanted!The Trou aux Biches hotel has lodges spread around the grounds| not high density. The beach is white coral| room for everyone on loungers. Water is deep enough to swim in| and no coral to cut feet on! There are water sports available| and as a previous reviewer has stated| they are not a nusiance| in fact an intersting diversion.Staff were very good| perhaps not as efficient as the Shandrani. Rooms were spacious (Beach front superior)| and there was late night noise from the entertainment- perhaps the Trou aux Biches could copy the Shandrani and have the music only two or three times a week.Food was very good- no disappointments. Wine was priced as in a European restaurant.Overall| a very relaxing holiday in a teriffic location!,Cirencester| United Kingdom,29-10-06,No,4
Friendly and laid back,I stayed at the Trou aux Biches Hotel with the whole family for a family wedding at the Legends hotel and found it a very friendly and relaxing hotel - much more personal than the larger| brasher Legends.We had a family apartment which gave plantly of space for our two young children; the only slight complaint would be that we were close to the bar where the evening entertainment could be quite loud after the childrens' bed time! Although the area covered by the hotel is quite extensive| it never seemed crowded| and finding sunbeds and tables at meal times was never a problem. The staff were extremely friendly and attentive| and bent over backwards to resolve any problems quickly and efficiently.The beach is beautiful - perfect for children| with plently to see and do.The childrens club provided by the hotel is EXCELLENT - our 5 year old was waterskiing| fishing from a boat on the reef| playing golf| taking boat trips and having dressing up parties for the whole 2 weeks we were there. And babysitters are available for a tiny fee so children under 3 can also attend the club.Overall| this is a laid back and relaxing place to stay| whether you are honeymooning or building sandcastles with the children!,England,18-10-06,No,5
Beautiful Hotel,We just got back from our Honeymoon to the Seychelles (Acajou Hotel| Praslin)| and Mauritius (Trou Aux Biches Hotel and Le Paradis). It has been great!! We stayed 5 nights in a superior room in the Trou aux Biches Hotel (you should book a superior room| they are much| much larger than the standard rooms!!) and the room (which was not old-fashioned at all)| the hotel| the staff and the restaurants are great!! I cannot understand why the the traveller from Isle of Man wrote that the buffets are 'below standard'| because there was a lot of choice from the buffets| what more do you need for breakfast than: pancakes| all the stuff for the English Breakfast| eggs (omelets and boiled eggs)| cheese| ham| marmelade| croissants| toast| baguettes| pain au chocalat| etc| etc.?? And also the dinner buffets where great! They change every night| and you should see the choice of desserts!! It is true that the speedboats are close to the beach (but they don't come into the bathing area!)| but it is nice that you can look at something in the water| otherwise it will get (maybe) a bit dull? If you are looking for a quiet place| than you should go to the Seychelles| but please note that the buffets in the hotels there are not as luxury as in the Trou aux Biches Hotel!! We also had dinner in L'Oasis restaurant| which was superb! There is a choice menu which is included in the halfboard| and you can have an a la carte dinner| both are great! It is almost haute cuisine!! The gardens of the hotel are very beatiful and I did not find that the entertainment was only for the French tourists| they do everything in French and in English!! The beach is small| but attractive and yes there are beachhawkers| but it is nice to talk to them! The sea was almost like a lake| the water was very quiet and clear.We have also been to the Paradis hotel| which is more luxury| in the meaning of: more restaurants| the reception area is very luxury and the staff is trained to do more for you than you expect.Both hotels are great honeymoon hotels!!If you have any questions about the Trou aux Biches hotel| please contact me.Greetings| Mascha,The Netherlands,15-10-06,No,5
Disappointing,We were disappointed with several aspects of the hotel. The first affects all Mauritius and that is the proximity of speed boats to the bathing areas. There are roped off areas for swimming which unfortunately are not always respected by the boat operators. In the case of Trou aux Biches the speed boats are no more than 50-70m from the beach and the swimming area is very limited. The hotel rooms at Trou aux Biches were tired looking and despite notifying reception that our children's room door was so badly warped that it was impossible for them to lock | it was not fixed by the time we changed hotels 2 days later. The food at breakfast and the buffet meals were also below standard and the choice was limited.We changed hotels to the Shandrani| another hotel in the the Beachcomber group and were impressed on all fronts: The rooms were much larger and better maintained| the choice and quality of the food was a vast improvement on the Trou aux Biches and the roped off areas for swimming were much larger and we were able to snorkel in amongst patches of coral within the swimming areas.,Isle of Man,09-10-06,No,1
Little piece of paradise,"The hotel is situated on a little piece of paradise and the staff is very friendly and extremely helpful. Yes| the hotel is probably more geared towards the French tourist| but more so because the locals speak better French than English. But they all speak English too and you will have no problem communicating with any of them. As for the hotel. The gardens| the setting and the beach are just too beautiful for words. A very romantic setting and the perfect hotel for anybody wishing to have the proper tropical beach experience. The hotel rooms could do with a re-furbishment. The decor is outdated but not completely unacceptable. It still reminds one of a beach holiday. And besides that| nobody should spend too much time in their room in any case. Mauritius is a destination for people wishing to be in the water and out and about during the day. The rooms are nevertheless comfortable and the setting of the chalets beneath the palms and in very close proximity to the beach provides for the perfect island experience. Older people should book a room in the lower section of the chalets as the staircase leading up to the upper room can be steep.The food is also excellent but it can be repetitive if you are on a half board basis. If you have some extra cash to spend| I would recommend the full board option as there are 3 restaurants to choose from and the other two have a very good menu. There are however local restaurants just outside the hotel that you can go to. And Grand Baie is only 5 minutes away by bus with many restaurants offering affordable and tasty dishes.The beach is plain beautiful. Definately the best in this area.The Trou Aux Biches Hotel can only disappoint those that are generally negative towards everything and people that will always find a reason to complain about anything and everything. I personally think that you can not go wrong staying here. The hotel is excellent| the setting is the best in the entire area| if not on the island and I only saw happy and extremely content people in the hotel. The beach hawkers are also no problem at all. I loved the fact that locals are still allowed to use the beach for selling their items. It is their island after all and one friendly ""no thank you"" was enough to keep them away if you did not want to buy something from them. You can however also engage in a friendly conversation with them in order to learn about general island life| the people and their problems. I loved the fact that you're not staying in an enclave that is for tourists only.This hotel's recipe for success is definately working well for them. It is efficient| friendly| beautiful and I for sure would love to go back again.",South Africa,05-10-06,No,5
A most magical wedding and honeymoon,My new husband and I have just returned from our two week stay at the Trou Aux Biches Hotel| Mauritius. It was the best holiday of our lives.We arrived 17th Setember 2006 to be greeted by the PR guest relations manager and a cocktail. I was slightly apprehensive of getting married abroad especially as my friends and family would not be there.However| it really didn't matter. The staff couldn't do enough for us| everyone was so friendly| professional and curtious. Our experience of all Mauritians outside the hotel was the same.The hotel is on the North West coast of Mauritius with the best beach on the island. It also has better weather than most of the island because it is a more sheltered location than the East coast and better than the South West as it is well away from the airport! Trou Aux Biches hotel has number of white 'bungalows' dotted along the beach and three restaurants. The 'bunaglows' are divided usually into three types of accommodation. Although one of the bigger hotels on the island you really don't realise its size as staying in the bungalow gives a more intimate feeling. Apparently the hotel was full but we didn't realise.The hotel is one of the older hotels on the island although it really doesn't feel outdated. We found all rooms to be fresh| bright and impeccably clean| with en-suite bathrooms and doors opening on to beautifully manicured gardens| and the beach! It felt rather like a James Bond movie.A number of other hotels almost pursuaded us to book with them because of their 'boutique' decore (probably to counteract the fact that their beaches aren't as good). However| we were pursuaded by the beach at Trou aux Biches. We also realise now these would probably have been overpriced. The drinks are quite expensive but we would recommend you stock up on drinks from the local supermarket (Popo) which is about 10mins walking distance from the entrance of the hotel. Our wedding day was amazing. My husband was given another room to change in whilst I went and had my hair done. The hairdressers were brilliant. At first I was worried that my usual hairdresser wouldn't be doing my hair| but it really didn't matter I worked with the hairdresser and chose one that suited me. She in fact said ' I try never to do the same hair style twice'. As she does weddings all the time she was truly expertised and probably gave me a better style than my regular hairdresser. I had a manicure too| and could have had my makeup done with her but chose not to as I like to do my own. Meanwhile my husband was having a settler at the bar. The florist who I met a few days before to choose flowers gave us the most amazing array. I would recommend a videographer as well as a photographer - to show folks back home! The photos are beautiful| the video is slightly cheesy but it is a wonderful reminder of the most wonderful day.All the fomalities were signed a couple of days before (again all organised for us) and we said our own vows to each other on the beach surrounded by palm trees. We then walked down to the Catermeran to have a sail and some photos to watch the sunset with some champagne. After sailing back we had a beautiful meal on the Jetty - true heaven.Only one wedding is allowed at the hotel per day| and because of that we were made to feel truly special. The hotel is organising these all the time and they did a much better job than I could have done with a full time job. Truly magical.The swimming pool was great too adjacent to the bar and the water sports were great although the water skiing did tend to get a bit crowded.There are beach 'hawkers' that have licences to sell their wears on the beach as there are everywhere in every country. However| if you just say 'non merci' they will leave you alone.The weather was mixed we had some really hot days and some rain| but we still have good tans. To be fair it would have been too hot to have sun every day and the rain was a light relief and didn't last long! The best time to go is apparently October and May. December is there summer but average temps are around 34 degrees and 90% humidity - possibly too hot!We cycled Grand Bay the local town nearby - great for cheap clothes as there are a number of well known lables made on the island. We also visited the Port Louis market - a true must to experience a local market. Everyone was so friendly| I would recommend making friends with a local taxi driver and book him directly as going through the tour company can triple the price!The food was delicious - especially the fish for obvious reasons and I would highly recommend the fish restaurant at the hotel - located on the beach it is definitely the most romantic.All I can say is that the hotel| the staff| the Mauritians| the island made for a most romantic and beautiful time. One which my husband and I will never forget. If you would like to contact me for further information about our experience please e-mail at barnescamilla@hotmail.com,Cheshire,03-10-06,No,5
I loved this hotel!!,On the 16th of January 2004| my husband and I got married at the Trou aux Biches Hotel. We were very nervous when we arrived as we are both very fussy people | there are a lot of things we look for that makes us feel we have arrived at the write place. From all the reviews we read| we knew that this hotel has one of the most beautiful beaches in Mauritius| so| we were really sold on that. We needed the ideal beach to have our wedding on. We also like a place with a sense of “modern” style| modern construction| modern furnishings etc….. If this is what you are looking for… than Trou aux Biches Hotel is not the place for you| the hotel has been around for many years| if I’m not mistaken I think it was one of the first hotels that were built northwest of Mauritius. So| my husband and I were disappointed at first glance. But| once we received our welcoming cocktails we were overwhelmed by the hospitality of the staff| the tranquil gardens and fine service. The Trou aux Biches Hotel staff really makes you feel welcome by acknowledging us by our surname. Our wedding coordinator was really great at organizing EVERYTHING| we eventually decided to get married at sea on a catermarange – man| that was amazing!! We ended off our special day with a romantic dinner for two on the jetty that the Trou aux Biches Hotel staff lit with candles all the way to our table. Our waiter| waited halfway down the jetty and would attend to us when summons| he would leave us to it and would have stayed there even if we stayed on the jetty until sunrise. It was the most romantic dinner I ever had. The food was amazing and our plate was always over flowing. Thank you Trou aux Biches Hotel for making our Wedding Day and Honeymoon at your Hotel such a memorable one. My husband and I will be returning on the 28th September 2006 – 5th of October 2006| and although for not such a special occasion| I’m eager to see if the staff| service| and cleanliness is of the same caliber as in 2004.,Gauteng (Jozi),15-09-06,No,4
Excellent hotel| friendly staff| beautiful beach| Nice rooms,I booked this hotel through their beachcomber website since i got a good honeymoon discount. I was offered room no 125 which was away from the restaurant crowd and it was sea facing. The room was neat and clean and it was being cleaned 2 times in a day. the resort has 2 hotels. the menu looks to be repeating if you are on a half board. if you can pay some extra money you can get a good variety. International calls are very expensive. I would advise you to buy a phone card from grand baie which is a few minutes from the hotel.Lot of water sports are free and are never crowded and bookings are not needed.I rented a car from the airport and drove all the way to the hotel| the directions are pretty straightforward and if you ever get lost| you can always ask someone on the road. i would advice you to rent a car rather than having to do a taxi anytime you feel like going out.,USA,05-09-06,No,5
We loved it.,"We have just returned from a fabulous holiday there. We also spent time at le Cannonier. Our rooms were beautiful and well looked after by really friendly staff. In fact everywhere we went staff at both those hotels couldn't have done enough for us.The beach is stunning| no doubt about it and yes there are hawkers| but they are everywhere. Just say ""no thanks"" and they'll go. However| sometimes it is worth looking at their Tshirts etc as prices are good and bargains are there to be had. The Hotel food was outstanding| absolutely delicious. As for the hotel being more geared to the French| fine| practice your French. We didn't go there to bump into half of North London.",London,03-09-06,No,5
